Gestionnaire;Nom de l'OPC;Type d'OPC;Catégorie;Date;Valeur Liquidative; Actif net 
SAPHIR ASSET MANAGEMENT;SAPHIR QUIETUDE;FCP;Obligataire (OLMT);30/06/2024;6 354;24 678 977 380
SAPHIR ASSET MANAGEMENT;SAPHIR DYNAMIQUE;FCP;Diversifié;30/06/2024;6 302;624 113 841
SGCAMWA;SOGEPRIVILEGE;FCP;Diversifié;30/06/2024;4 434;3 959 857 665
SGCAMWA;SOGEAVENIR;FCP;Diversifié;30/06/2024;1 801;4 203 634 398
SGCAMWA;SOGEDEFI;FCP;Diversifié;30/06/2024;4 215;4 164 377 326
SGCAMWA;SOGEVALOR;FCP;Actions ;30/06/2024;3 978;5 244 169 091
SGCAMWA;SOGEDYNAMIQUE;FCP;Actions ;30/06/2024;4 301;5 491 415 740
SGCAMWA;SOGELIQUID;FCP;Monétaire (OCT);30/06/2024;11 038 188;37 921 684 395
SGCAMWA;SOGESECURITE;FCP;Obligataire (OLMT);30/06/2024;5 193;45 419 265 309
SGCAMWA;ALLIANZ AFRICA;FCPR;Actifs non cotés;30/06/2024;100 530 960;9 765 843 282
AFRICAINE DE GESTION D'ACTIFS;AGA CAPITAL PLUS;FCP;Diversifié;30/06/2024;1 377;477 446 346
AFRICAINE DE GESTION D'ACTIFS;AGA CONFORT PLUS;FCP;Obligataire (OLMT);30/06/2024;1 360;12 987 076 349
AFRICABOURSE ASSET MANAGEMENT;OBLIGATIS;FCP;Obligataire (OLMT);30/06/2024;8 622;32 785 936 376
AFRICABOURSE ASSET MANAGEMENT;CAPITAL SUR;FCP;Obligataire (OLMT);30/06/2024;10 941;2 240 671 663
AFRICABOURSE ASSET MANAGEMENT;EPARGNE CROISSANCE;FCP;Diversifié;30/06/2024;8 931;6 278 114 998
AFRICABOURSE ASSET MANAGEMENT;EPARGNE ACTION;FCP;Actions ;30/06/2024;6 134;1 301 114 195
SOAGA;SOAGA EPARGNE SERENITE;FCP;Obligataire (OLMT);30/06/2024;15 273;36 505 727 870
SOAGA;SOAGA EPARGNE OBLIGATIONS;FCP;Obligataire (OLMT);30/06/2024;5 923;29 241 870 208
SOAGA;BOAD CAPITAL RETRAITE;FCP;Obligataire (OLMT);30/06/2024;13 313;1 020 541 545
SOAGA;SOAGA EPARGNE QUIETUDE;FCP;Obligataire (OLMT);30/06/2024;5 766;19 658 727 268
SOAGA;SICAV ABDOU DIOUF;SICAV;Diversifié;30/06/2024;15 105 152;21 129 420 436
SOAGA;SOAGA EPARGNE ACTIVE;FCP;Diversifié;30/06/2024;11 463;6 096 353 425
SOAGA;SOAGA EPARGNE DYNAMIQUE;FCP;Actions ;30/06/2024;5 766;1 349 654 928
SOAGA;SOAGA EPARGNE ACTIONS;FCP;Actions ;30/06/2024;8 987;2 900 527 827
BRIDGE ASSET MANAGEMENT;BRIDGE OBLIGATIONS;FCP;Obligataire (OLMT);30/06/2024;6 327;42 258 646 683
BRIDGE ASSET MANAGEMENT;BRIDGE EQUILIBRE;FCP;Diversifié;30/06/2024;32 860 290;4 663 535 675
BRIDGE ASSET MANAGEMENT;BRIDGE DIVERSIFIE CROISSANCE;FCP;Diversifié;30/06/2024;6 534;1 078 548 602
AFRICA ASSET MANAGEMENT;VALORIS;FCP;Actions ;30/06/2024;10 199;2 313 369 723
AFRICA ASSET MANAGEMENT;EXPANSIO;FCP;Diversifié;30/06/2024;10 684;1 624 080 839
AFRICA ASSET MANAGEMENT;SECURITAS;FCP;Obligataire (OLMT);30/06/2024;7 763;1 647 294 580
AFRICA ASSET MANAGEMENT;CMT SONABEL;FCPE;Diversifié;30/06/2024;5 374;53 743 611
AFRICA ASSET MANAGEMENT;MAADO;FCPE;Diversifié;30/06/2024;0;0
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);BRM DYNAMIQUE;FCP;Diversifié;30/06/2024;13 938;423 670 606
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);BRM OBLIGATAIRE;FCP;Diversifié;30/06/2024;16 157;446 379 372
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);SDE;FCPE;Diversifié;30/06/2024;2 616;734 913 323
CORIS ASSET MANAGEMENT;CORIS ACTIONS;FCP;Actions ;30/06/2024;7 561;926 278 611
CORIS ASSET MANAGEMENT;CORIS PERFORMANCE;FCP;Diversifié;30/06/2024;7 954;1 077 662 745
CORIS ASSET MANAGEMENT;ASSURANCES;FCP;Monétaire (OCT);30/06/2024;5 546;687 516 406
ATTIJARI ASSET MANAGEMENT;ATTIJARI OBLIG;SICAV;Obligataire (OLMT);30/06/2024;13 874;21 491 252 999
ATTIJARI ASSET MANAGEMENT;ATTIJARI LIQUIDITE;FCP;Monétaire (OCT);30/06/2024;14 244;1 608 926 731
ATTIJARI ASSET MANAGEMENT;ATTIJARI HORIZON;FCP;Obligataire (OLMT);30/06/2024;15 854;38 058 881 109
ATTIJARI ASSET MANAGEMENT;ATTIJARI ACTIONS;FCP;Actions ;30/06/2024;17 345;379 292 725
ATTIJARI ASSET MANAGEMENT;ATTIJARI DIVERSIFIE;FCP;Diversifié;30/06/2024;18 493;351 757 757
ATTIJARI ASSET MANAGEMENT;ATTIJARI INVEST;FCP;Obligataire (OLMT);30/06/2024;14 793;15 200 533 513
ATTIJARI ASSET MANAGEMENT;ATTIJARI PATRIMOINE;FCP;Obligataire (OLMT);30/06/2024;14 997;43 893 502 908
ATTIJARI ASSET MANAGEMENT;CRBC-PROSPERITE;FCP;Obligataire (OLMT);30/06/2024;11 342;28 007 829 343
ATTIJARI ASSET MANAGEMENT;WAFA ASSURANCE UEMOA;FCP;Obligataire (OLMT);30/06/2024;10 643;42 995 186 300
ATTIJARI ASSET MANAGEMENT;CRAT PERFORMANCE;FCP;Diversifié;30/06/2024;10 787;623 784 121
ATLANTIC ASSET MANAGEMENT;IFC ATLANTIQUE;FCP;Obligataire (OLMT);30/06/2024;1 282 211;7 959 802 998
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE LIQUIDITE;FCP;Monétaire (OCT);30/06/2024;6 378;1 461 712 213
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE HORIZON;FCP;Diversifié;30/06/2024;8 462;208 303 047
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE ACTION;FCP;Actions ;30/06/2024;8 900;182 956 116
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE;FCP;Obligataire (OLMT);30/06/2024;7 023;47 954 377 268
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SERENITE;FCP;Obligataire (OLMT);30/06/2024;6 650;38 031 504 041
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE CROISSANCE;FCP;Diversifié;30/06/2024;5 571;16 644 822 391
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE PLUS;FCP;Obligataire (OLMT);30/06/2024;11 070;41 213 076 389
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE PRESTIGE;FCP;Obligataire (OLMT);30/06/2024;1 109 836;46 750 128 294
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE OBLIGATIONS;FCP;Obligataire (OLMT);30/06/2024;11 024;216 282 592
SGO MALI FINANCES;NYESIGUI;FCP;Diversifié;30/06/2024;13 194,4682;537 783 816
SGO MALI FINANCES;ORANGE ML;FCPE;Diversifié;30/06/2024;31 713,7027;3 891 164 801
SGO MALI FINANCES;TOUNKARANKE;FCP;Obligataire (OLMT);30/06/2024;119 565,0286;659 308 544
NSIA ASSET MANAGEMENT;AURORE OPPORTUNITES;FCP;Actions ;30/06/2024;6 592;3 951 982 439
NSIA ASSET MANAGEMENT;NSIA FONDS DIVERSIFIE;FCP;Diversifié;30/06/2024;6 002;18 164 001 867
NSIA ASSET MANAGEMENT;AURORE SECURITE;FCP;Obligataire (OLMT);30/06/2024;5 814;52 802 585 167
NSIA ASSET MANAGEMENT;NSIA ASSURANCES OPTIMUM;FCP;Diversifié;30/06/2024;1 065 533;3 402 978 243
NSIA ASSET MANAGEMENT;EVOLUTIS;FCPE;Diversifié;30/06/2024;4 648;1 048 754 444
NSIA ASSET MANAGEMENT;MONERATIS;FCP;Monétaire (OCT);30/06/2024;5 129;124 048 693
PHOENIXAFRICA ASSET MANAGEMENT;PAM ACTIONS;FCP;Actions ;30/06/2024;15 192;630 514 843
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE EQUILIBRE;FCP;Diversifié;30/06/2024;15 039;919 134 022
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE OBLIGATIONS;FCP;Diversifié;30/06/2024;13 679;2 073 042 172
SGA2E;SODECI;FCPE;Diversifié;30/06/2024;10 141;20 705 586 032
SGA2E;CIE;FCPE;Diversifié;30/06/2024;8 201;40 313 516 034
OPTI ASSET MANAGEMENT;OPTI PLACEMENT 1;FCP;Actions ;30/06/2024;17 134;516 024 405
OPTI ASSET MANAGEMENT;OPTI REVENU 2;FCP;Obligataire (OLMT);30/06/2024;8 843;10 060 924 078
OPTI ASSET MANAGEMENT;OPTI CAPITAL 3;FCP;Diversifié;30/06/2024;20 509;1 238 807 055
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL GARANTI;FCP;Diversifié;30/06/2024;16 817;1 545 155 430
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL OBLIGATIONS;FCP;Obligataire (OLMT);30/06/2024;11 643;3 810 630 425
ENKO CAPITAL WEST AFRICA;PATRIMOINE;FCP;Obligataire (OLMT);30/06/2024;12 433;27 571 924 594
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL LIQUIDITE;FCP;Obligataire (OLMT);30/06/2024;9 842;300 726 278
BOA CAPITAL CAM;EMERGENCE;FCP;Diversifié;30/06/2024;7 714;27 672 890 021
BOA CAPITAL CAM;BOA RENDEMENT;FCP;Obligataire (OLMT);30/06/2024;40 261 292;29 258 389 458
BOA CAPITAL CAM;GLOBAL INVESTORS;FCP;Diversifié;30/06/2024;34 195;11 167 446 306
BOA CAPITAL CAM;BOA ACTIONS;FCP;Actions ;30/06/2024;14 594;397 327 514
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);30/06/2024;12 916;49 443 396 873
BOA CAPITAL CAM;SAHAM PERFORMANCE;FCP;Actions ;30/06/2024;169 679;403 156 236
BOA CAPITAL CAM;BOA RENDEMENT;FCP;Obligataire (OLMT);30/06/2024;36 411 236;47 349 859 074
BOA CAPITAL CAM;BOA SECURITE;FCP;Obligataire (OLMT);30/06/2024;114 891;36 941 551 395
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);30/06/2024;103 064;3 342 435 243
BOA CAPITAL CAM;BOA PREMIUM;FCP;Diversifié;30/06/2024;90 888;197 042 247
BNI GESTION;OBLIG SECURITE;FCP;Obligataire (OLMT);30/06/2024;10 759;1 820 697 877
BNI GESTION;KARIMA ETHIQUE;FCP;Diversifié;30/06/2024;2 114;129 570 697
BNI GESTION;CNRA;FCPE;Diversifié;30/06/2024;3 434;123 333 490
BNI GESTION;INITIATIVE SOLIDARITE;FCP;Diversifié;30/06/2024;5 346;172 192 749
BNI GESTION;BNI RETRAITE;FCPE;Diversifié;30/06/2024;4 533;416 491 174
BNI GESTION;SODEFOR COMPLEMENTAIRE RETRAITE;FCPE;Diversifié;30/06/2024;6 921;425 025 139
BNI GESTION;CAPITAL CROISSANCE;FCP;Diversifié;30/06/2024;14 139;16 446 847 264
BNI GESTION;DYNAMIC SAVINGS;FCP;Actions ;30/06/2024;9 398;6 727 734 298
CGF GESTION;PLACEMENT CROISSANCE;FCP;Actions ;30/06/2024;1 350;2 914 558 179
CGF GESTION;SALAM CI;FCP;Diversifié;30/06/2024;1 065;1 534 775 395
CGF GESTION;BNDE VALEURS;FCP;Diversifié;30/06/2024;1 211;3 983 695 251
CGF GESTION;WALO;FCP;Diversifié;30/06/2024;1 184;1 084 825 185
CGF GESTION;PLACEMENT QUIETUDE;FCP;Diversifié;30/06/2024;1 613;19 090 811 960
CGF GESTION;LIQUIDITE-OPTIMUM;FCP;Diversifié;30/06/2024;12 436;10 914 881 576
CGF GESTION;AVANTAGE AKWABA;FCP;Diversifié;30/06/2024;1 605;3 136 261 364
CGF GESTION;EXPAT;FCP;Diversifié;30/06/2024;1 139;2 081 870 239
CGF GESTION;DJOLOF;FCP;Obligataire (OLMT);30/06/2024;1 234;845 170 949
CGF GESTION;POSTEFINANCES HORIZON;FCP;Diversifié;30/06/2024;1 994;1 652 453 301
CGF GESTION;AL BARAKA 2;FCP;Diversifié;30/06/2024;1 202;3 102 998 399
CGF GESTION;ASSUR SENEGAL;FCP;Diversifié;30/06/2024;1 251 902;1 294 293 554
CGF GESTION;ACTIONS PHARMACIE;FCP;Diversifié;30/06/2024;1 064;2 498 295 425
CGF GESTION;CAPITAL RETRAITE;FCP;Diversifié;30/06/2024;1 156;8 922 960 216
CGF GESTION;DIASPORA;FCP;Diversifié;30/06/2024;1 206;7 424 668 361
CGF GESTION;RENTE PERPETUELLE;FCP;Diversifié;30/06/2024;1 113;5 211 046 949
CGF GESTION;IFC-BOAD;FCP;Obligataire (OLMT);30/06/2024;137 559;6 710 558 958
CGF GESTION;FCPCR SONATEL;FCPE;Diversifié;30/06/2024;8 533;20 738 390 840
CGF GESTION;SINI GNESIGUI;FCP;Diversifié;30/06/2024;1 655;463 443 958
CGF GESTION;FORCE PAD;FCP;Diversifié;30/06/2024;1 996;1 691 654 488
CGF GESTION;DP WORLD DAKAR;FCP;Diversifié;30/06/2024;1 310;2 148 543 345
CGF GESTION;SEN FONDS;FCPR;Actifs non cotés;30/06/2024;10 162;100 066 923
EDC ASSET MANAGEMENT;ECOBANK ACTIONS UEMOA;FCP;Actions ;30/06/2024;4 295;592 262 883
EDC ASSET MANAGEMENT;ECOBANK OBLIGATAIRE UEMOA;SICAV;Obligataire (OLMT);30/06/2024;20 427;202 145 558 093
EDC ASSET MANAGEMENT;ECOBANK UEMOA DIVERSIFIE;FCP;Diversifié;30/06/2024;8 463;7 196 866 467
EDC ASSET MANAGEMENT;ECOBANK UEMOA RENDEMENT;FCP;Diversifié;30/06/2024;1 730 973;550 639 544
EDC ASSET MANAGEMENT;ECOBANK UEMOA MONETAIRE;FCP;Monétaire (OCT);30/06/2024;1 006 282;150 942 342
EDC ASSET MANAGEMENT;ECOBANK UEMOA RETRAITE CONFORT;FCP;Obligataire (OLMT);30/06/2024;5 136;354 762 105
EDC ASSET MANAGEMENT;ECOBANK PRIVE ACTIONS;FCP;Actions ;30/06/2024;N/D;6 376 089 882
EDC ASSET MANAGEMENT;ECOBANK PRIVE OLMT;FCP;Obligataire (OLMT);30/06/2024;N/D;28 300 585 476
BAOBAB ASSET MANAGEMENT;BAM TRESOR;FCP;Monétaire (OCT);30/06/2024;10 032;193 023 568
KAYDAN ASSET MANAGEMENT;KAM CROISSANCE +;FCPR;Actifs non cotés;30/06/2024;1 000 000;100 000 000
KAYDAN ASSET MANAGEMENT;KAM SUR;FCP;Obligataire (OLMT);30/06/2024;10 092;127 554 994
SAPHIR ASSET MANAGEMENT;SAPHIR QUIETUDE;FCP;Obligataire (OLMT);30/09/2024;6 431;24 784 210 657
SAPHIR ASSET MANAGEMENT;SAPHIR DYNAMIQUE;FCP;Diversifié;30/09/2024;6 751;746 306 010
SGCAMWA;SOGEPRIVILEGE;FCP;Diversifié;30/09/2024;4 611;4 117 679 477
SGCAMWA;SOGEAVENIR;FCP;Diversifié;30/09/2024;1 871;4 362 077 735
SGCAMWA;SOGEDEFI;FCP;Diversifié;30/09/2024;4 425;4 330 899 532
SGCAMWA;SOGEVALOR;FCP;Actions ;30/09/2024;4 321;5 692 453 538
SGCAMWA;SOGEDYNAMIQUE;FCP;Actions ;30/09/2024;4 541;5 818 846 723
SGCAMWA;SOGELIQUID;FCP;Monétaire (OCT);30/09/2024;10 769 692;34 788 230 485
SGCAMWA;SOGESECURITE;FCP;Obligataire (OLMT);30/09/2024;5 075;45 073 138 958
SGCAMWA;ALLIANZ AFRICA;FCPR;Actifs non cotés;30/09/2024;101 188 109;9 829 680 454
AFRICAINE DE GESTION D'ACTIFS;AGA CONFORT PLUS;FCP;Obligataire (OLMT);30/09/2024;1 383;15 515 609 858
AFRICAINE DE GESTION D'ACTIFS;AGA CAPITAL PLUS;FCP;Diversifié;30/09/2024;1 452;462 171 523
AFRICABOURSE ASSET MANAGEMENT;OBLIGATIS;FCP;Obligataire (OLMT);30/09/2024;8 709;31 795 067 291
AFRICABOURSE ASSET MANAGEMENT;EPARGNE CROISSANCE;FCP;Diversifié;30/09/2024;9 574;7 219 493 975
AFRICABOURSE ASSET MANAGEMENT;EPARGNE ACTION;FCP;Actions ;30/09/2024;6 686;1 431 484 337
AFRICABOURSE ASSET MANAGEMENT;CAPITAL SUR;FCP;Obligataire (OLMT);30/09/2024;11 203;3 051 079 704
SOAGA;SOAGA EPARGNE SERENITE;FCP;Obligataire (OLMT);30/09/2024;15 550;36 609 315 993
SOAGA;SOAGA EPARGNE OBLIGATIONS;FCP;Obligataire (OLMT);30/09/2024;6 058;29 293 473 293
SOAGA;BOAD CAPITAL RETRAITE;FCP;Obligataire (OLMT);30/09/2024;13 506;1 051 556 507
SOAGA;SOAGA EPARGNE QUIETUDE;FCP;Obligataire (OLMT);30/09/2024;5 861;19 227 855 336
SOAGA;SICAV ABDOU DIOUF;SICAV;Diversifié;30/09/2024;14 751 657;20 628 910 317
SOAGA;SOAGA EPARGNE ACTIVE;FCP;Diversifié;30/09/2024;11 900;6 137 223 515
SOAGA;SOAGA EPARGNE DYNAMIQUE;FCP;Actions ;30/09/2024;6 080;1 451 499 144
SOAGA;SOAGA EPARGNE ACTIONS;FCP;Actions ;30/09/2024;9 355;2 733 472 767
BRIDGE ASSET MANAGEMENT;BRIDGE OBLIGATIONS;FCP;Obligataire (OLMT);30/09/2024;6 430;46 327 954 856
BRIDGE ASSET MANAGEMENT;BRIDGE EQUILIBRE;FCP;Diversifié;30/09/2024;35 131 166;5 152 192 722
BRIDGE ASSET MANAGEMENT;BRIDGE DIVERSIFIE CROISSANCE;FCP;Diversifié;30/09/2024;7 121;1 280 718 253
AFRICA ASSET MANAGEMENT;VALORIS;FCP;Actions ;30/09/2024;11 300;2 778 192 186
AFRICA ASSET MANAGEMENT;EXPANSIO;FCP;Diversifié;30/09/2024;11 182;1 707 483 187
AFRICA ASSET MANAGEMENT;SECURITAS;FCP;Obligataire (OLMT);30/09/2024;7 859;1 672 482 964
AFRICA ASSET MANAGEMENT;CMT SONABEL;FCPE;Diversifié;30/09/2024;5 518;55 178 734
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);SDE;FCP;Diversifié;30/09/2024;2 796;719 984 047
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);BRM OBLIGATAIRE;FCP;Diversifié;30/09/2024;16 315;449 095 218
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);BRM DYNAMIQUE;FCP;Diversifié;30/09/2024;13 394;407 106 079
CORIS ASSET MANAGEMENT;CORIS ACTIONS;FCP;Actions ;30/09/2024;7 700;943 181 715
CORIS ASSET MANAGEMENT;CORIS PERFORMANCE;FCP;Diversifié;30/09/2024;7 905;1 076 721 558
CORIS ASSET MANAGEMENT;ASSURANCES;FCP;Monétaire (OCT);30/09/2024;5 621;698 564 250
ATTIJARI ASSET MANAGEMENT;ATTIJARI OBLIG;SICAV;Obligataire (OLMT);30/09/2024;14 006;21 695 303 082
ATTIJARI ASSET MANAGEMENT;ATTIJARI LIQUIDITE;FCP;Monétaire (OCT);30/09/2024;14 403;1 616 803 286
ATTIJARI ASSET MANAGEMENT;ATTIJARI HORIZON;FCP;Obligataire (OLMT);30/09/2024;16 044;36 413 478 370
ATTIJARI ASSET MANAGEMENT;ATTIJARI ACTIONS;FCP;Actions ;30/09/2024;19 426;424 785 954
ATTIJARI ASSET MANAGEMENT;ATTIJARI DIVERSIFIE;FCP;Diversifié;30/09/2024;19 874;439 464 449
ATTIJARI ASSET MANAGEMENT;ATTIJARI INVEST;FCP;Obligataire (OLMT);30/09/2024;14 948;15 193 416 468
ATTIJARI ASSET MANAGEMENT;ATTIJARI PATRIMOINE;FCP;Obligataire (OLMT);30/09/2024;15 143;41 801 471 124
ATTIJARI ASSET MANAGEMENT;CRBC-PROSPERITE;FCP;Obligataire (OLMT);30/09/2024;11 491;28 375 585 259
ATTIJARI ASSET MANAGEMENT;WAFA ASSURANCE UEMOA;FCP;Obligataire (OLMT);30/09/2024;10 780;45 107 526 733
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE;FCP;Obligataire (OLMT);30/09/2024;7 147;48 597 694 351
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SERENITE;FCP;Obligataire (OLMT);30/09/2024;6 746;38 577 674 363
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE IFC;FCP;Obligataire (OLMT);30/09/2024;1 296 416;8 190 724 782
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE OBLIGATIONS;FCP;Obligataire (OLMT);30/09/2024;11 134;218 442 911
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE PLUS;FCP;Obligataire (OLMT);30/09/2024;11 226;42 028 379 789
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE PRESTIGE;FCP;Obligataire (OLMT);30/09/2024;1 125 822;47 423 509 897
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE LIQUIDITE;FCP;Monétaire (OCT);30/09/2024;6 449;1 371 849 685
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE ACTIONS;FCP;Actions ;30/09/2024;9 877;203 729 777
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE HORIZON;FCP;Diversifié;30/09/2024;9 098;222 465 822
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE CROISSANCE;FCP;Diversifié;30/09/2024;5 937;17 732 661 088
SGO MALI FINANCES;NYESIGUI;FCP;Diversifié;30/09/2024;13 924;684 078 287
SGO MALI FINANCES;TOUNKARANKE;FCP;Obligataire (OLMT);30/09/2024;121 272;668 217 568
SGO MALI FINANCES;ORANGE ML;FCPE;Diversifié;30/09/2024;33 841;4 146 455 308
NSIA ASSET MANAGEMENT;NSIA FONDS DIVERSIFIE;FCP;Diversifié;30/09/2024;6 272;20 232 872 933
NSIA ASSET MANAGEMENT;AURORE OPPORTUNITES;FCP;Actions ;30/09/2024;7 362;4 834 459 093
NSIA ASSET MANAGEMENT;TAWFIR HALAL;FCP;Diversifié;30/09/2024;5 423;1 183 205 663
NSIA ASSET MANAGEMENT;AURORE SECURITE;FCP;Obligataire (OLMT);30/09/2024;5 980;61 036 264 965
NSIA ASSET MANAGEMENT;AURORE MONETARIS;FCP;Monétaire (OCT);30/09/2024;5 231;304 124 061
NSIA ASSET MANAGEMENT;NSIA ASSURANCES OPTIMUM;FCP;Diversifié;30/09/2024;1 136 449;3 477 390 810
NSIA ASSET MANAGEMENT;EVOLUTIS;FCPE;Diversifié;30/09/2024;4 932;1 116 419 726
PHOENIXAFRICA ASSET MANAGEMENT;PAM ACTIONS;FCP;Actions ;30/09/2024;16 975;644 495 854
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE EQUILIBRE;FCP;Diversifié;30/09/2024;16 170;803 702 202
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE OBLIGATIONS;FCP;Diversifié;30/09/2024;14 370;2 130 356 939
SGA2E;CIE;FCPE;Diversifié;30/09/2024;8 621;42 145 006 259
SGA2E;SODECI;FCPE;Diversifié;30/09/2024;10 735;21 913 993 648
OPTI ASSET MANAGEMENT;OPTI PLACEMENT 1;FCP;Actions ;30/09/2024;20 563;493 817 779
OPTI ASSET MANAGEMENT;OPTI REVENU 2;FCP;Obligataire (OLMT);30/09/2024;9 003;10 238 073 531
OPTI ASSET MANAGEMENT;OPTI CAPITAL 3;FCP;Diversifié;30/09/2024;21 956;1 332 580 387
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL GARANTI;FCP;Diversifié;30/09/2024;17 672;1 623 704 670
ENKO CAPITAL WEST AFRICA;PATRIMOINE;FCP;Obligataire (OLMT);30/09/2024;12 704;28 173 965 847
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL OBLIGATIONS;FCP;Obligataire (OLMT);30/09/2024;11 792;3 979 021 549
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL LIQUIDITE;FCP;Obligataire (OLMT);30/09/2024;9 893;540 404 025
BOA CAPITAL CAM;EMERGENCE;FCP;Diversifié;30/09/2024;7 804;28 004 810 582
BOA CAPITAL CAM;BOA INVESTMENT;FCP;Obligataire (OLMT);30/09/2024;40 822 529;29 457 827 016
BOA CAPITAL CAM;GLOBAL INVESTORS;FCP;Diversifié;30/09/2024;36 933;11 203 497 185
BOA CAPITAL CAM;BOA ACTIONS;FCP;Actions ;30/09/2024;16 418;465 442 439
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);30/09/2024;12 815;49 361 340 491
BOA CAPITAL CAM;SAHAM PERFORMANCE;FCP;Actions ;30/09/2024;192 776;458 035 861
BOA CAPITAL CAM;BOA RENDEMENT;FCP;Obligataire (OLMT);30/09/2024;36 872 543;47 598 774 190
BOA CAPITAL CAM;BOA SECURITE;FCP;Obligataire (OLMT);30/09/2024;114 138;36 792 629 706
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);30/09/2024;104 765;3 560 494 004
BOA CAPITAL CAM;BOA PREMIUM;FCP;Diversifié;30/09/2024;100 505;212 022 464
BNI GESTION;OBLIG SECURITE;FCP;Obligataire (OLMT);30/09/2024;10 906;2 058 067 875
BNI GESTION;KARIMA ETHIQUE;FCP;Diversifié;30/09/2024;2 124;130 178 819
BNI GESTION;CNRA;FCPE;Diversifié;30/09/2024;3 473;115 708 512
BNI GESTION;INITIATIVE SOLIDARITE;FCP;Diversifié;30/09/2024;5 499;174 697 673
BNI GESTION;BNI RETRAITE;FCPE;Diversifié;30/09/2024;4 739;449 293 760
BNI GESTION;SODEFOR COMPLEMENTAIRE RETRAITE;FCPE;Diversifié;30/09/2024;7 141;430 526 548
BNI GESTION;CAPITAL CROISSANCE;FCP;Diversifié;30/09/2024;14 139;16 790 995 369
BNI GESTION;DYNAMIC SAVINGS;FCP;Actions ;30/09/2024;9 398;6 523 059 734
CGF GESTION;PLACEMENT CROISSANCE;FCP;Actions ;30/09/2024;1 410;2 380 592 848
CGF GESTION;SALAM CI;FCP;Diversifié;30/09/2024;1 113;1 462 564 661
CGF GESTION;BNDE VALEURS;FCP;Diversifié;30/09/2024;1 265;4 138 742 972
CGF GESTION;WALO;FCP;Diversifié;30/09/2024;1 206;1 710 553 195
CGF GESTION;PLACEMENT QUIETUDE;FCP;Diversifié;30/09/2024;1 631;16 711 153 281
CGF GESTION;LIQUIDITE-OPTIMUM;FCP;Diversifié;30/09/2024;12 624;9 847 029 791
CGF GESTION;AVANTAGE AKWABA;FCP;Diversifié;30/09/2024;1 636;3 174 655 116
CGF GESTION;EXPAT;FCP;Diversifié;30/09/2024;1 168;2 134 474 089
CGF GESTION;DJOLOF;FCP;Obligataire (OLMT);30/09/2024;1 242;850 990 486
CGF GESTION;POSTEFINANCES HORIZON;FCP;Diversifié;30/09/2024;2 076;1 557 734 387
CGF GESTION;AL BARAKA 2;FCP;Diversifié;30/09/2024;1 242;2 932 534 833
CGF GESTION;ASSUR SENEGAL;FCP;Diversifié;30/09/2024;1 293 021;1 335 511 465
CGF GESTION;ACTIONS PHARMACIE;FCP;Diversifié;30/09/2024;1 087;1 988 632 108
