N°,Gestionnaire,Nom de l'OPC,Type d'OPC,Catégorie,Date,Valeur Liquidative,Actif net
,OPTI ASSET MANAGEMENT,FCP 1 OPTI PLACEMENT,FCP,Actions ,2024-09-30,20563.45,493817779
,OPTI ASSET MANAGEMENT,FCP 2 OPTI REVENU,FCP,Obligataire (OLMT),2024-09-30,9002.99,10238073531
,OPTI ASSET MANAGEMENT,FCP 3 OPTI CAPITAL,FCP,Diversifié,2024-09-30,21956.03,1332580387
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL GARANTI,FCP,Diversifié,2024-09-30,17672.0143,1623704670
,ENKO CAPITAL WEST AFRICA,FCP PATRIMOINE,FCP,Obligataire (OLMT),2024-09-30,12704.2808,28173965847
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL OBLIGATIONS,FCP,Obligataire (OLMT),2024-09-30,11791.5801,3979021549
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL LIQUIDITE,FCP,Obligataire (OLMT),2024-09-30,9892.9799,540404025
,BOA CAPITAL CAM,FCP Emergence,FCP,Diversifié,2024-09-30,7804.32,28004810582
,BOA CAPITAL CAM,FCP BOA Investment,FCP,Obligataire (OLMT),2024-09-30,40822529.31,29457827016
,BOA CAPITAL CAM,FCP Global investors,FCP,Diversifié,2024-09-30,36933.12,11203497185
,BOA CAPITAL CAM,FCP BOA actions,FCP,Actions ,2024-09-30,16417.5,465442439
,BOA CAPITAL CAM,FCP BOA obligations,FCP,Obligataire (OLMT),2024-09-30,12815.16,49361340491
,BOA CAPITAL CAM,FCP Saham Performance,FCP,Actions ,2024-09-30,192776.04,458035861
,BOA CAPITAL CAM,FCP BOA rendement,FCP,Obligataire (OLMT),2024-09-30,36872543.33,47598774190
,BOA CAPITAL CAM,FCP BOA sécurité,FCP,Obligataire (OLMT),2024-09-30,114138.43,36792629706
,BOA CAPITAL CAM,FCP BOA BONDS,FCP,Obligataire (OLMT),2024-09-30,104764.6,3560494004
,BOA CAPITAL CAM,FCP BOA premium,FCP,Diversifié,2024-09-30,100504.53,212022464
,BNI GESTION,OBLIG SECURITE,FCP,Obligataire (OLMT),2024-09-30,10906,2058067875
,BNI GESTION,KARIMA ETHIQUE,FCP,Diversifié,2024-09-30,2124,130178819
,BNI GESTION,CNRA,FCPE,Diversifié,2024-09-30,3473,115708512
,BNI GESTION,INITIATIVE SOLIDARITE,FCP,Diversifié,2024-09-30,5499,174697673
,BNI GESTION,BNI RETRAITE,FCPE,Diversifié,2024-09-30,4739,449293760
,BNI GESTION,SODEFOR COMPLEMENTAIRE RETRAITE,FCPE,Diversifié,2024-09-30,7141,430526548
,BNI GESTION,CAPITAL CROISSANCE,FCP,Diversifié,2024-09-30,14139,16790995369
,BNI GESTION,DYNAMIC SAVINGS ,FCP,Actions ,2024-09-30,9398,6523059734
,CGF GESTION,FCP PLACEMENT CROISSANCE,FCP,Actions ,2024-09-30,1409.75,2380592848
,CGF GESTION,FCP SALAM CI,FCP,Diversifié,2024-09-30,1112.62,1462564661
,CGF GESTION,FCP BNDE VALEURS,FCP,Diversifié,2024-09-30,1265.12,4138742972
,CGF GESTION,FCP WALO,FCP,Diversifié,2024-09-30,1206.28,1710553195
,CGF GESTION,FCP PLACEMENT QUIETUDE,FCP,Diversifié,2024-09-30,1631.16,16711153281
,CGF GESTION,FCP LIQUIDITE-OPTIMUM,FCP,Diversifié,2024-09-30,12623.71,9847029791
,CGF GESTION,FCP AVANTAGE AKWABA,FCP,Diversifié,2024-09-30,1636.02,3174655116
,CGF GESTION,FCP EXPAT,FCP,Diversifié,2024-09-30,1167.75,2134474089
,CGF GESTION,FCP DJOLOF,FCP,Obligataire (OLMT),2024-09-30,1242.17,850990486
,CGF GESTION,FCP POSTEFINANCES HORIZON,FCP,Diversifié,2024-09-30,2075.85,1557734387
,CGF GESTION,FCP AL BARAKA 2,FCP,Diversifié,2024-09-30,1242.34,2932534833
,CGF GESTION,FCP ASSUR SENEGAL,FCP,Diversifié,2024-09-30,1293020.61,1335511465
,CGF GESTION,FCP ACTIONS PHARMACIE,FCP,Diversifié,2024-09-30,1087,1988632108
,CGF GESTION,FCP CAPITAL RETRAITE,FCP,Diversifié,2024-09-30,1176.97,9423673895
,CGF GESTION,FCP DIASPORA,FCP,Diversifié,2024-09-30,1219.54,6423628842
,CGF GESTION,FCP RENTE PERPETUELLE,FCP,Diversifié,2024-09-30,1128.47,5650186223
,CGF GESTION,FCP IFC-BOAD,FCP,Obligataire (OLMT),2024-09-30,138498.1,6756376637
,CGF GESTION,FCPCR SONATEL,FCPE,Diversifié,2024-09-30,9589.57,23688159953
,CGF GESTION,FCPE SINI GNESIGUI,FCP,Diversifié,2024-09-30,1762.55,501296537
,CGF GESTION,FCPE FORCE PAD,FCP,Diversifié,2024-09-30,2072.31,1794391504
,CGF GESTION,FCPE DP WORLD DAKAR,FCP,Diversifié,2024-09-30,1325.986,2187122506
,CGF GESTION,FCPR SEN FONDS,FCPR,Actifs non cotés,2024-09-30,9955.1828,98028177
,EDC ASSET MANAGEMENT,ECOBANK ACTIONS UEMOA,FCP,Actions ,2024-09-30,4707,641155040
,EDC ASSET MANAGEMENT,ECOBANK OBLIGATAIRE UEMOA,SICAV,Obligataire (OLMT),2024-09-30,20592,201989490949
,EDC ASSET MANAGEMENT,ECOBANK UEMOA DIVERSIFIE,FCP,Diversifié,2024-09-30,8755,7416736369
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RENDEMENT,FCP,Diversifié,2024-09-30,1762848,545116004
,EDC ASSET MANAGEMENT,ECOBANK UEMOA MONETAIRE,FCP,Monétaire (OCT),2024-09-30,1013490,152023642
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RETRAITE CONFORT,FCP,Obligataire (OLMT),2024-09-30,5298,1747182644
,EDC ASSET MANAGEMENT,ECOBANK PRIVE ACTIONS,FCP,Actions ,2024-09-30,N/D,6972902159
,EDC ASSET MANAGEMENT,ECOBANK PRIVE OLMT,FCP,Obligataire (OLMT),2024-09-30,N/D,28786010898
,BAOBAB ASSET MANAGEMENT,FCP BAM WURUS,FCP,Actions ,2024-09-30,11437,551287143
,BAOBAB ASSET MANAGEMENT,FCP BAM TRESOR,FCP,Monétaire (OCT),2024-09-30,10544,2110137332
,KAYDAN ASSET MANAGEMENT,FCP KAM SÛR,FCP,Obligataire (OLMT),2024-09-30,10585,143417557
,KAYDAN ASSET MANAGEMENT,FCPR KAM CROISSANCE +,FCPR,Actifs non cotés,2024-09-30,1000000,100000000
,SAPHIR ASSET MANAGEMENT,FCP SAPHIR QUIETUDE,FCP,Obligataire (OLMT),2024-12-31,6621.92,24257724253
,SAPHIR ASSET MANAGEMENT,FCP SAPHIR DYNAMIQUE,FCP,Diversifié,2024-12-31,6559.82,1061231439
,SGCAMWA,SOGEPRIVILEGE,FCP,Diversifié,2024-12-31,4702,4131385393
,SGCAMWA,SOGEAVENIR,FCP,Diversifié,2024-12-31,1875,4350134846
,SGCAMWA,SOGEDEFI,FCP,Diversifié,2024-12-31,4425,4316372557
,SGCAMWA,SOGEVALOR,FCP,Actions ,2024-12-31,4417,5778902414
,SGCAMWA,SOGEDYNAMIQUE,FCP,Actions ,2024-12-31,4429,5617663476
,SGCAMWA,FCP SOGELIQUID,FCP,Monétaire (OCT),2024-12-31,10927839,30292236391
,SGCAMWA,SOGESECURITE,FCP,Obligataire (OLMT),2024-12-31,5156,44553531905
,SGCAMWA,ALLIANZ AFRICA,FCPR,Actifs non cotés,2024-12-31,101858549,9894808817
,AFRICAINE DE GESTION D'ACTIFS,FCP AGA CONFORT PLUS,FCP,Obligataire (OLMT),2024-12-31,1414,15877601524
,AFRICAINE DE GESTION D'ACTIFS,FCP AGA CAPITAL PLUS,FCP,Diversifié,2024-12-31,1443,580191989
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM OBLIGATIS,FCP,Obligataire (OLMT),2024-12-31,8886.37,30816448364.31
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM EPARGNE  CROISSANCE ,FCP,Diversifié,2024-12-31,9377.2,7601013918.63
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM EPARGNE ACTION,FCP,Actions ,2024-12-31,6439.83,1379197297.8
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM SERENITIS,FCP,Obligataire (OLMT),2024-12-31,11468.22,4999244737.84
,SOAGA,FCP SOAGA EPARGNE SERENITE,FCP,Obligataire (OLMT),2024-12-31,15972.97,37381763328
,SOAGA,FCP SOAGA EPARGNE OBLIGATIONS,FCP,Obligataire (OLMT),2024-12-31,6177.95,29318883703
,SOAGA,FCP BOAD CAPITAL RETRAITE,FCP,Obligataire (OLMT),2024-12-31,13649.73,1066856872
,SOAGA,FCP SOAGA EPARGNE QUIETUDE,FCP,Obligataire (OLMT),2024-12-31,5933.71,21453914309
,SOAGA,SICAV ABDOU DIOUF,SICAV,Diversifié,2024-12-31,14941370.62,21096412969
,SOAGA,FCP SOAGA EPARGNE ACTIVE,FCP,Diversifié,2024-12-31,12074.37,6283786479
,SOAGA,FCP SOAGA EPARGNE DYNAMIQUE,FCP,Actions ,2024-12-31,6292.17,1810467906
,SOAGA,FCP SOAGA EPARGNE ACTIONS,FCP,Actions ,2024-12-31,9715.14,2840676151
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE OBLIGATIONS,FCP,Obligataire (OLMT),2024-12-31,6531,50715161251
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE EQUILIBRE,FCP,Diversifié,2024-12-31,35190974,5749849730
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE DIVERSIFIE CROISSANCE,FCP,Diversifié,2024-12-31,7148,1362547884
,AFRICA ASSET MANAGEMENT,VALORIS,FCP,Actions ,2024-12-31,11088.74,1937234090
,AFRICA ASSET MANAGEMENT,EXPANSIO,FCP,Diversifié,2024-12-31,11465.31,2518079715
,AFRICA ASSET MANAGEMENT,SECURITAS,FCP,Obligataire (OLMT),2024-12-31,8101.2,2622027708
,AFRICA ASSET MANAGEMENT,CMT SONABEL,FCPE,Diversifié,2024-12-31,0,0
,IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT),FCP SDE,FCP,Diversifié,2024-12-31,2636.5724,660742266
,IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT),FCP BRM OBLIGATAIRE,FCP,Diversifié,2024-12-31,0,0
,IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT),FCP BRM DYNAMIQUE,FCP,Diversifié,2024-12-31,0,0
,CORIS ASSET MANAGEMENT,CORIS ACTIONS,FCP,Actions ,2024-12-31,7725,1005918161
,CORIS ASSET MANAGEMENT,CORIS PERFORMANCE,FCP,Diversifié,2024-12-31,8025,2157060763
,CORIS ASSET MANAGEMENT,ASSURANCES,FCP,Monétaire (OCT),2024-12-31,5696,763554184
,ATTIJARI ASSET MANAGEMENT,SICAV ATTIJARI OBLIG,SICAV,Obligataire (OLMT),2024-12-31,14137.65,31917397497.53
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI LIQUIDITE,FCP,Monétaire (OCT),2024-12-31,14860.68,2300304450.05
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI HORIZON,FCP,Obligataire (OLMT),2024-12-31,16187.44,37563998842.88
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI ACTIONS,FCP,Actions ,2024-12-31,19334.58,426532895.7
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI DIVERSIFIE,FCP,Diversifié,2024-12-31,20679.2,949174965.25
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI INVEST,FCP,Obligataire (OLMT),2024-12-31,15155.58,17029007454.4
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI PATRIMOINE,FCP,Obligataire (OLMT),2024-12-31,15265.11,40090645126.59
,ATTIJARI ASSET MANAGEMENT,FCP CRBC-PROSPERITE,FCP,Obligataire (OLMT),2024-12-31,11678.25,28860151879.58
,ATTIJARI ASSET MANAGEMENT,FCP WAFA ASSURANCE UEMOA,FCP,Obligataire (OLMT),2024-12-31,10920.31,49667030430.47
,ATTIJARI ASSET MANAGEMENT,FCP CRAT PERFORMANCE,FCP,Diversifié,2024-12-31,11156.13,647034734.56
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SECURITE,FCP,Obligataire (OLMT),2024-12-31,7260.99,68893407415
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SERENITE,FCP,Obligataire (OLMT),2024-12-31,6843.05,59404461509
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE IFC,FCP,Obligataire (OLMT),2024-12-31,1329832.27,8401848644
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE OBLIGATIONS,FCP,Obligataire (OLMT),2024-12-31,11472.09,395521247
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SECURITE PLUS,FCP,Obligataire (OLMT),2024-12-31,11415.78,64747863961
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE PRESTIGE,FCP,Obligataire (OLMT),2024-12-31,1144919.76,64366117052
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE LIQUIDITE,FCP,Monétaire (OCT),2024-12-31,6522.35,1262515459
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE ACTIONS,FCP,Actions ,2024-12-31,9897.43,204152551
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE HORIZON,FCP,Diversifié,2024-12-31,9258.4,243850897
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE CROISSANCE,FCP,Diversifié,2024-12-31,5878.22,16337263637
,SGO MALI FINANCES,FCP NYESIGUI,FCP,Diversifié,2024-12-31,13417,659998852
,SGO MALI FINANCES,FCP TOUNKARANKE,FCP,Obligataire (OLMT),2024-12-31,123382,679846948
,SGO MALI FINANCES,FCPE ORANGE,FCPE,Diversifié,2024-12-31,33929,4195293377
,NSIA ASSET MANAGEMENT,FCP NSIA Fonds Diversifié,FCP,Diversifié,2024-12-31,6358.0657150647,20076887936
,NSIA ASSET MANAGEMENT,FCP Aurore Opportunités,FCP,Actions ,2024-12-31,7436.4638634095,5393873492
,NSIA ASSET MANAGEMENT,TAWFIR HALAL,FCP,Diversifié,2024-12-31,5411.6657482072,1364416495
,NSIA ASSET MANAGEMENT,FCP Aurore sécurité,FCP,Obligataire (OLMT),2024-12-31,6086.7367145204,61658346961
,NSIA ASSET MANAGEMENT,FCP Aurore Monetaris,FCP,Monétaire (OCT),2024-12-31,5407.2331,487630735
,NSIA ASSET MANAGEMENT,FCP NSIA Assurance Optimum,FCP,Diversifié,2024-12-31,1148243.3406,3513478530
,NSIA ASSET MANAGEMENT,FCPE Evolutis,FCPE,Diversifié,2024-12-31,5059.4135,1169469514
,NSIA ASSET MANAGEMENT,FCP AURORE SECURITE II,FCP,Obligataire (OLMT),2024-12-31,5 526.7702,13561893090
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM ACTIONS,FCP,Actions ,2024-12-31,16386.6907,591734082
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE EQUILIBRE,FCP,Diversifié,2024-12-31,15674.6031,811270902
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE OBLIGATIONS,FCP,Diversifié,2024-12-31,14033.7057,2481161787
,SGA2E,FCP CIE,FCPE,Diversifié,2024-12-31,8772,43059662069
,SGA2E,FCP SODECI,FCPE,Diversifié,2024-12-31,10861,22302561478
,OPTI ASSET MANAGEMENT,FCP 1 OPTI PLACEMENT,FCP,Actions ,2024-12-31,20563.45,493817779
,OPTI ASSET MANAGEMENT,FCP 2 OPTI REVENU,FCP,Obligataire (OLMT),2024-12-31,9002.99,10238073531
,OPTI ASSET MANAGEMENT,FCP 3 OPTI CAPITAL,FCP,Diversifié,2024-12-31,21956.03,1332580387
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL GARANTI,FCP,Diversifié,2024-12-31,18177.4387,1544500615
,ENKO CAPITAL WEST AFRICA,FCP PATRIMOINE,FCP,Obligataire (OLMT),2024-12-31,12844.8161,28485627504
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL OBLIGATIONS,FCP,Obligataire (OLMT),2024-12-31,11950.8038,4278722383
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL LIQUIDITE,FCP,Obligataire (OLMT),2024-12-31,9958.703,535290246
,BOA CAPITAL CAM,FCP Emergence,FCP,Diversifié,2024-12-31,7899.31,27783103659
,BOA CAPITAL CAM,FCP BOA Investment,FCP,Obligataire (OLMT),2024-12-31,41454848.84,30229890639
,BOA CAPITAL CAM,FCP Global investors,FCP,Diversifié,2024-12-31,37591.74,11267861950
,BOA CAPITAL CAM,FCP BOA actions,FCP,Actions ,2024-12-31,16895.44,491829816
,BOA CAPITAL CAM,FCP BOA obligations,FCP,Obligataire (OLMT),2024-12-31,12979.16,49847654714
,BOA CAPITAL CAM,FCP Saham Performance,FCP,Actions ,2024-12-31,198535.46,471720247
,BOA CAPITAL CAM,FCP BOA rendement,FCP,Obligataire (OLMT),2024-12-31,37360084.76,46482604836
,BOA CAPITAL CAM,FCP BOA sécurité,FCP,Obligataire (OLMT),2024-12-31,115637.22,35796135307
,BOA CAPITAL CAM,FCP BOA BONDS,FCP,Obligataire (OLMT),2024-12-31,106891.59,8517402695
,BOA CAPITAL CAM,FCP BOA premium,FCP,Diversifié,2024-12-31,100818.3,227974235
,BNI GESTION,OBLIG SECURITE,FCP,Obligataire (OLMT),2024-12-31,11075,7391696313
,BNI GESTION,KARIMA ETHIQUE,FCP,Diversifié,2024-12-31,2181,134287164
,BNI GESTION,CNRA,FCPE,Diversifié,2024-12-31,3519,104516994
,BNI GESTION,INITIATIVE SOLIDARITE,FCP,Diversifié,2024-12-31,5637,179375852
,BNI GESTION,BNI RETRAITE,FCPE,Diversifié,2024-12-31,4861,502246128
,BNI GESTION,SODEFOR COMPLEMENTAIRE RETRAITE,FCPE,Diversifié,2024-12-31,7143,415775755
,BNI GESTION,CAPITAL CROISSANCE,FCP,Diversifié,2024-12-31,14139,16489638561
,BNI GESTION,DYNAMIC SAVINGS ,FCP,Actions ,2024-12-31,9398,6691323696
,CGF GESTION,FCP PLACEMENT CROISSANCE,FCP,Actions ,2024-12-31,1400.37,2356900164
,CGF GESTION,FCP SALAM CI,FCP,Diversifié,2024-12-31,1111.81,1662263152
,CGF GESTION,FCP BNDE VALEURS,FCP,Diversifié,2024-12-31,1279.71,4132466305
,CGF GESTION,FCP WALO,FCP,Diversifié,2024-12-31,1220.33,1726390136
,CGF GESTION,FCP PLACEMENT QUIETUDE,FCP,Diversifié,2024-12-31,1644.87,15720712695
,CGF GESTION,FCP LIQUIDITE-OPTIMUM,FCP,Diversifié,2024-12-31,12751.21,9169690414
,CGF GESTION,FCP AVANTAGE AKWABA,FCP,Diversifié,2024-12-31,1654.2,3395510245
,CGF GESTION,FCP EXPAT,FCP,Diversifié,2024-12-31,1168.73,2106234093
,CGF GESTION,FCP DJOLOF,FCP,Obligataire (OLMT),2024-12-31,1259.45,1114112196
,CGF GESTION,FCP POSTEFINANCES HORIZON,FCP,Diversifié,2024-12-31,2118.85,1454819041
,CGF GESTION,FCP AL BARAKA 2,FCP,Diversifié,2024-12-31,1242.2,2629004036
,CGF GESTION,FCP ASSUR SENEGAL,FCP,Diversifié,2024-12-31,1307195.77,1290021438
,CGF GESTION,FCP ACTIONS PHARMACIE,FCP,Diversifié,2024-12-31,1094.64,1856190762
,CGF GESTION,FCP CAPITAL RETRAITE,FCP,Diversifié,2024-12-31,1182.73,10142822283
,CGF GESTION,FCP DIASPORA,FCP,Diversifié,2024-12-31,1217.56,5336935059
,CGF GESTION,FCP RENTE PERPETUELLE,FCP,Diversifié,2024-12-31,1130.46,5556011163
,CGF GESTION,FCP IFC-BOAD,FCP,Obligataire (OLMT),2024-12-31,141091.41,6856072297
,CGF GESTION,FCPCR SONATEL,FCPE,Diversifié,2024-12-31,9641.82,23601045912
,CGF GESTION,FCPE SINI GNESIGUI,FCP,Diversifié,2024-12-31,1791.34,507711218
,CGF GESTION,FCPE FORCE PAD,FCP,Diversifié,2024-12-31,2115.59,1822122883
,CGF GESTION,FCPE DP WORLD DAKAR,FCP,Diversifié,2024-12-31,1365.78,2176637460
,CGF GESTION,FCP TRANSVIE,FCP,Diversifié,2024-12-31,1047.23,306340403
,CGF GESTION,FCPR SEN FONDS,FCPR,Actifs non cotés,2024-12-31,10246.28,1207328331
,EDC ASSET MANAGEMENT,ECOBANK ACTIONS UEMOA,FCP,Actions ,2024-12-31,4879,665346179
,EDC ASSET MANAGEMENT,ECOBANK OBLIGATAIRE UEMOA,SICAV,Obligataire (OLMT),2024-12-31,20912,204985826627
,EDC ASSET MANAGEMENT,ECOBANK UEMOA DIVERSIFIE,FCP,Diversifié,2024-12-31,8933,7551728815
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RENDEMENT,FCP,Diversifié,2024-12-31,1799318,566882300
,EDC ASSET MANAGEMENT,ECOBANK UEMOA MONETAIRE,FCP,Monétaire (OCT),2024-12-31,1037554,155633123
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RETRAITE CONFORT,FCP,Obligataire (OLMT),2024-12-31,5450,2043859858
,EDC ASSET MANAGEMENT,ECOBANK PRIVE ACTIONS,FCP,Actions ,2024-12-31,N/D,7403316316
,EDC ASSET MANAGEMENT,ECOBANK PRIVE OLMT,FCP,Obligataire (OLMT),2024-12-31,N/D,29271293425
,BAOBAB ASSET MANAGEMENT,FCP BAM WURUS,FCP,Actions ,2024-12-31,11277.5974,578522793
,BAOBAB ASSET MANAGEMENT,FCP BAM TRESOR,FCP,Monétaire (OCT),2024-12-31,10755.289,3584294767
,KAYDAN ASSET MANAGEMENT,FCP KAM SÛR,FCP,Obligataire (OLMT),2024-12-31,10950.98,254177737
,KAYDAN ASSET MANAGEMENT,FCPR KAM CROISSANCE +,FCPR,Actifs non cotés,2024-12-31,1113107,250000000
,SAPHIR ASSET MANAGEMENT,FCP SAPHIR QUIETUDE,FCP,Obligataire (OLMT),2025-03-31,6595.81,23898406538
,SAPHIR ASSET MANAGEMENT,FCP SAPHIR DYNAMIQUE,FCP,Diversifié,2025-03-31,7105.62,1606711743
,SGCAMWA,SOGEPRIVILEGE,FCP,Diversifié,2025-03-31,4993,4395020181
,SGCAMWA,SOGEAVENIR,FCP,Diversifié,2025-03-31,2044,4670918844
,SGCAMWA,SOGEDEFI,FCP,Diversifié,2025-03-31,4792,4624927603
,SGCAMWA,SOGEVALOR,FCP,Actions ,2025-03-31,4766,6176307138
,SGCAMWA,SOGEDYNAMIQUE,FCP,Actions ,2025-03-31,4765,6002829936
,SGCAMWA,FCP SOGELIQUID,FCP,Monétaire (OCT),2025-03-31,11141660,30884953682
,SGCAMWA,SOGESECURITE,FCP,Obligataire (OLMT),2025-03-31,5213,45276926617
,SGCAMWA,ALLIANZ AFRICA,FCPR,Actifs non cotés,2025-03-31,102461934,9953423151
,AFRICAINE DE GESTION D'ACTIFS,FCP AGA CONFORT PLUS,FCP,Obligataire (OLMT),2025-03-31,1440.13,15999348730
,AFRICAINE DE GESTION D'ACTIFS,FCP AGA CAPITAL PLUS,FCP,Diversifié,2025-03-31,1487.38,644587554
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM OBLIGATIS,FCP,Obligataire (OLMT),2025-03-31,8895.22,29893020043.77
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM EPARGNE  CROISSANCE ,FCP,Diversifié,2025-03-31,9893.32,8522419811.79
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM EPARGNE ACTION,FCP,Actions ,2025-03-31,7281.51,1554088576
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM SERENITIS,FCP,Obligataire (OLMT),2025-03-31,11736.57,6655272123.5
,SOAGA,FCP SOAGA EPARGNE SERENITE,FCP,Obligataire (OLMT),2025-03-31,16058.02,36406521261
,SOAGA,FCP SOAGA EPARGNE OBLIGATIONS,FCP,Obligataire (OLMT),2025-03-31,6256.05,29071345420
,SOAGA,FCP BOAD CAPITAL RETRAITE,FCP,Obligataire (OLMT),2025-03-31,13854.6,1323686507
,SOAGA,FCP SOAGA EPARGNE QUIETUDE,FCP,Obligataire (OLMT),2025-03-31,6024.57,24651284216
,SOAGA,SICAV ABDOU DIOUF,SICAV,Diversifié,2025-03-31,15607171.29,22028353297
,SOAGA,FCP SOAGA EPARGNE ACTIVE,FCP,Diversifié,2025-03-31,12754.17,6963757187
,SOAGA,FCP SOAGA EPARGNE DYNAMIQUE,FCP,Actions ,2025-03-31,6609.58,2537966921
,SOAGA,FCP SOAGA EPARGNE ACTIONS,FCP,Actions ,2025-03-31,10223.76,2911553620
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE OBLIGATIONS,FCP,Obligataire (OLMT),2025-03-31,6569.8502,53008000184
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE EQUILIBRE,FCP,Diversifié,2025-03-31,36489415.4453,6165415836
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE DIVERSIFIE CROISSANCE,FCP,Diversifié,2025-03-31,7545.4805,1516728113
,AFRICA ASSET MANAGEMENT,VALORIS,FCP,Actions ,2025-03-31,12863.55,2638747000
,AFRICA ASSET MANAGEMENT,EXPANSIO,FCP,Diversifié,2025-03-31,11941.99,2637376954
,AFRICA ASSET MANAGEMENT,SECURITAS,FCP,Obligataire (OLMT),2025-03-31,8222.14,2665658773
,IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT),FCP SDE,FCP,Diversifié,2025-03-31,2689,651262391
,CORIS ASSET MANAGEMENT,CORIS ACTIONS,FCP,Actions ,2025-03-31,8802,1162777692
,CORIS ASSET MANAGEMENT,CORIS PERFORMANCE,FCP,Diversifié,2025-03-31,8658,2361616503
,CORIS ASSET MANAGEMENT,ASSURANCES,FCP,Monétaire (OCT),2025-03-31,5787,778913561
,ATTIJARI ASSET MANAGEMENT,SICAV ATTIJARI OBLIG,SICAV,Obligataire (OLMT),2025-03-31,14288,22132229497
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI LIQUIDITE,FCP,Monétaire (OCT),2025-03-31,15180,3508909332
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI HORIZON,FCP,Obligataire (OLMT),2025-03-31,16442,38896572134
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI ACTIONS,FCP,Actions ,2025-03-31,22193,485551021
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI DIVERSIFIE,FCP,Diversifié,2025-03-31,21959,1955892068
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI INVEST,FCP,Obligataire (OLMT),2025-03-31,15368,17981212929
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI PATRIMOINE,FCP,Obligataire (OLMT),2025-03-31,15395,37711282394
,ATTIJARI ASSET MANAGEMENT,FCP CRBC-PROSPERITE,FCP,Obligataire (OLMT),2025-03-31,11882,29339853638
,ATTIJARI ASSET MANAGEMENT,FCP WAFA ASSURANCE UEMOA,FCP,Obligataire (OLMT),2025-03-31,11063,50546925611
,ATTIJARI ASSET MANAGEMENT,FCP CRAT PERFORMANCE,FCP,Diversifié,2025-03-31,12128,701340260
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SECURITE,FCP,Obligataire (OLMT),2025-03-31,7339.1099,69490908362
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SERENITE,FCP,Obligataire (OLMT),2025-03-31,6935.8488,60117789528
